test_example_id,story,predicted_gender
284,קוקו שרק מלמטה  גברי  משהו גוטה גוטה  רד  לפני חודש השתחרר ממאסר ממושך חמש שנים פריצות כבר זומם משהו  אין אלוהים כלא עובד עליו אני כבר חוזר אמרתי לדינה אשתי שהסתכלה מבט מודאג  ישבנו חומוסיה מושון מנגבים חומוס פול על שני קבוקי עראק שביל הצימאון יש משהוא שאסור לפספס אמר לחש הצורף הרומני קיבל אחלה סחורה  משלוח חדש יהלומים ניתוק אזעקה חיתוך שלושה סורגים אנחנו מסודרים מכה קטנה אוצר גדול שמע קוקו  אני נשוי שנה תינוק שלושה חודשים סידרו עבודה  מלגזן עירייה אני הבלגן גמרתי גם נמאס אמר קוקו כלא הבראה  אבל דבר כזה מסדר אותנו לכל החיים אחר יוצא לפנסיה  הבטחתי לדינה חוזר לפשע  קוקו מרוגז ממקומו צועק  לך תעבוד עירייה עבור מאתיים שקלים ליום חתיכת דפוק שכמוך  הלך תוך שהוא מנפץ קבוק העראק הרצפה את דינה אישה  מלומדת  מורה יסודי צעירה ממני שנה הכרתי לפני שנתיים חוף הים הצחקתי אותה יצאנו למסעדות  פאבים  מועדונים הכי הכי עד אנטליה הגענו  ילויים לוקס  התאהבה י נודע שיש קופת שרצים מאחורי עזבה אותי כיתי כמו תינוק  לקחתי אותה לבית הכנסת נשבעתי ספר תורה שאני לפשע חוזר קיבלה אותי חזרה  תנאי אמרה התחתנו  נולד דניאל גברי עכשיו  שאלה דינה חוזרי הביתה מהחומוסיה מה רוצה ממך החלאה הזה מה הגוטה גוטה הזה קוקו הציע לעשות מכה אצל הצורף  אוצר גדול אמר  יהלומים אבל האוצר הכי גדול שיש לי  היהלום הכי יפה עולם אמרתי תוך כדי שאני מחבק מנשק אותה  אותך אאכזב לעולם הסתכלה עלי עינייה החומות  מחתה דמעה  ניגשה לתינוק שבכה  שבילי כיו הקטן היתה המוזיקה הכי יפה עולם אותו רגע איזו אישה נפלאה דינה עלת זהב  נתה חיים חדשים  הביאה דניאל הרהרתי ליבי תוך כדי הכנת סנדוויץ למשמרת לילה עירייה ,m
285,חיים שלי טסתי לחול פעם הייתי מטוס ראיתי דיילים דיילות טייסים טייסות חיכיתי גוריון שעות תור פעם עברתי יקורת דרכונים הייתי דיוטי פרי נוסף ראיתי חלמתי חשבתי אני רושם דברים להשלים שלוש מאות מילים כדי ללמוד איך ללמד מכונה לקרוא סיפורים מאוד מעניינים אנשים שלומדים איתי אני יושב כותב מלא דברים מלא דברים כדי להשלים שלוש מאות מילים אני טסטתי חיים בחיים הייתי ברצלונה אני טיילתי חנויות קניתי גדים ברצלונה ישנת מלון טיילתי עוד מדינות אני חיים הייתי ארצות הברית בחיים הייתי אירופה בחיים עשיתי תואר ראשון אני מתכוון לטוס לחול קרוב כדי פעם ראשונה לטוס מטוס לטייל לקנות דברים אני חושב לטוס לברצלונה לונדון עדיין מתלבט יודע עדיף אני חושב בודק אינטגרנט מחירים יותר טובים זמנים נוחים חושב איך אני אסתדר שבוע מבלי ללמוד קורס למידת מכונה קורס מאוד חשוב תואר שבעזרתו אני אוכל למצוא אחר עבודה אני יודע אני יכול לפספס קורס חשוב שכזה אני חושב כדאי לטוס לחול פעם ראשונה חיים אני עדיין חושב הרבה מאוד מתלבט עצמי הרבה מאוד אני פעם טסתי לחול אני יודע איך אבל גלל שאני קרוב לסיום התואר אני חושב שאולי כדאי פעם ראשונה חיים לטוס לחול אני מתלבט אבל יודע לעשות התואר שאני אעשה אני צריך להחליט לחשוב לעשות אני יודע עבר רציתי להזמין טיסה לחול היא סוף התבטלה גלל שהיה מזג אוויר טוב המטוס יכל לטוס אני הייתי עצוב מבואס טסתי לחול למרות שממש רציתי לטוס לחול,m
286,שנה האחרונה עברתי חוויה מאוד מוזרה מצחיקה  אבל היא מתרחשת תקופת הקורונה היא דווקא מאוד הגיונית יציאה לדייט סופרמרקט  לפני תקופת הקורונה היו אומרים שסופרמרקט המקום המושלם לדייט  הייתי צוחק לוקח רצינות  אבל מסתבר שבתקופת הקורונה הסופרמרקט היה המקום הכי מבוקש ליציאה לדייטים  יצאתי לדייט סופר  חצי חינם  מישהי מהלך הסגר השני  קבענו שכל אחד יגיע עצמאית לשם סיכמנו שאם ישאלו לאיפה אנחנו נוסעים  אנחנו אומרים לסופר לקנות מצרכים לבית  אני הזוג לדייט נפגשנו מגרש החניה סופר חצי חינם  ישר איך שנפגשנו  שנינו התחלנו להתפקע מצחוק  כי הסיטואציה הייתה מאוד מוזרה לצאת לדייט סופר   אחרי שנרגענו קצת  התחלנו לספר אחד לשניה איך עוברים ימי הסגר  לשוחח קצת מיני נושאים מעניינים  התחלה  תוך כדי השיחה התהלכנו מסביב למגרש החניה  אחרי חצי שעה ערך  החלטנו להיכנס לתוך הסופר להמשיך הדייט פנים  כדי שלא יחשדו נו  לקחנו עגלה כמה שקיות עשינו עצמנו כאילו אנחנו אמת קונים מצרכים  למרות שמטרת ההגעה לסופר היתה שביל דייט זאת קנינו קצת פירות חטיפים  כי אנחנו כבר סופר נקנה משהו טעים    הסתובבנו תוך הסופר עגלת קניות תוך כדי המשכנו לשוחח עליי הזוג לדייט  שלב כלשהו כבר היה יותר מידי לדבר הלכנו עמדנו יחד תור לקופה  קנינו כמה חטיפים פירות יצאנו מהסופר חזרה למגרש החניה  אחרי שיצאנו חזרה מחוץ לסופר  המשכנו קצת לשוחח תוך כדי לנשנש מהחטיפים הפירות שקנינו  לאחר מכן סיכמנו החוויה שעברנו יחד דייט אחד יצא לדרכו חזרה הביתה  הדייט הזה היה מוזר  הזוי  מצחיק מיוחד מאוד  מעולם היה עולה דעתי לקחת חורה לדייט סופרמרקט  אבל מסתבר שבתקופת הקורונה אפשרי מקובל  סופו דבר הדייט היה תקופת הקורונה בשל ההגבלות ההנחיות עדיין היה מאוד קשה להיפגש לצאת לדייט להנות מבילוי הדייט עצמו ההגבלות האלו ,f
287,לפני לושה חודשים אני  שלושת אחיותיי אמא שלי טסנו לחופשה פראג  יום הראשון הגענו למלון יצענו check לקחנו התיקים שלנו הלכנו המטרו מטרה לטייל לנצל היום הראשון שלנו פראג  כאשר ירדנו יעד הראשון שלנו מטרו גיליתי שהתיק שלי פתוח אני מסתכלת תוך התיק מגלה הדרכון שלי עדיין פנים אבל הארנק שלי נמצא  מנסה להיזכר אולי השארתי אותו חדר מלון  אולי הפלתי אותו מבינה שכייסו אותי מטרו גנבו הארנק  מתקשרת לאבא שלי שעדיין נמצא ארץ מבקשת ממנו שיעזור ליצור קשר חברת האשראי לחסום כרטיסי האשראי שלי מבינה שכשאחזור לארץ אצטרך לדאוג להזמין רישיון נהיגה תעודת זהות  זמן הזה אני הולכת לתחנת המשטרה שהכי קרובה למטרו השוטרים מבקשים ממני לספר להם דיוק קרה מישהו התקרב אליי אופן חריג  אני מסבירה להם שלא ראיתי הרגשתי שום דבר אבל עליתי לרכבת הארנק שלי כשירדתי התיק שלי היה פתוח הארנק כבר היה פנים  השוטרים לקחו ממני פרטים ציינו פני שבמידה יגלו משהו יתקשרו אליי יעדכנו אותי השתלשלות  המזל שלי הוא שהייתי המשפחה שלי לכן מבחינת הכסף הייתה עיה להסתדר  אותו היום כבר הלכנו לאכול קרבת המלון משם עלינו לחדר סיכמנו היום  יום שלמחרת עלינו למטרו פעם נוספת הפעם זהירות יותר התיק מוחזק ידנו אין אופציה לפתוח אותו מבלי שנרגיש  מרוב הפחד שמישהו יצליח לקחת לנו משהו מהתיק התמקדנו מאוד פעילות רכבת הצלחנו לראות קרון עומדים שני אנשים שחוקרים עיניים שלהם האנשים שבאותו הקרון  אחרי שתי תחנות רואים שאחד מהם יורד במקומו עולה אחד אחר שמתמקם דיוק אותו המקום  סיימנו היום שלנו לאחר הטיולים הקניות החלטנו לגשת פעם נוספת לתחנת המשטרה לספר להם שראינו רכבת איך מתנהל כנראה אנחנו הראשונים האחרונים שזה קורה יקרה להם עתיד צריכים לעשות משהו כדי לעצור זה  נתקלנו תשובה אטימות שאין להם לעשות אפשר להציב שמירה רכבת להוציא אדם מתחנת הרכבת ללא הוכחות  אני יוצאת מתחנת המשטרה אני כבר מבינה שהכסף הדברים האישיים שלי יחזרו אליי אבוד  החלטנו להשכיר רכב המשפחה להמשיך טיולים שלנו  סופו דבר לאחר שמונה ימים חזרנו לארץ  קיבלנו זיכוי חלקי מחברת הביטוח הבירוקרטיה השגת הרישיון נהיגה תעודת הזהות שלי היו מתישים ,m
288,קטיף תותים  מהלך חודש פבואר שסוף סוף היו קצת הקלות מהקורונה נסענו לעשות קטיף תותים  הגענו למקום קנינו קופסאות מהמוכר כניסה התחלנו לקטוף התותים  למרות שהגענו מאוחר יחסית השדה ראה הרבה משפחות ילדים שקטפו מרץ לפנינו עדיין נשארו תותים טובים  פשוט היינו צריכים להתאמץ קצת יותר  מהלך הקטיף הצטלמנו המון כאילו אנחנו כוכבי אינסטגרם יצרנו פקק שורות גלל שאנשים ניסו להתחשב לעבור לנו אמצע הצילומים  לבסוף יצאו כמה צילומים נחמדים כמה נפילות מצחיקות מיוחד  לבסוף  יצאנו מהשדה הגענו למתחם שמכין פיתות דרוזיות  היו שתי אופציות  פיתה שוקולד פיתה לבנה  למרות ההתלבטות הקשה  חרתי פיתה שוקולד בדיעבד זאת הייתה טעות הלבנה שטעמתי אחר הייתה הרבה יותר טעימה  מקום היה סיור חמור לילדים  מתקני שעשועים עוד שדה גדול תותים שהיה סגור הגענו לאחר מכן הבנו שהם פותחים אותו השדה הראשון נגמר  לאחר הקטיף חשבנו לעשות התותים שקטפנו עלה רעיון להכין פונדו שוקולד שטח  עצרנו תחת דלק הקרובה  קנינו הרבה שוקולד  מריר   שמנת מים  לאחר חיפושים הגענו לשדה שהיה פתוח ניתן היה להדליק מנו השוקולד  השמנת המים גזיה  ערבבנו הכל ערבבנו לאחר כמה דקות שהכל רתח השוקולד הפונדו היה מוכן  תבלנו התותים שוקולד חיסלנו ככה כמעט התותים  לאחר מכן ראינו שאנחנו נמצאים ליד מסלול קטן שטח  עשינו המסלול שבאמצע שלו עלינו לגבה שבה השקפנו המקום  מהלך המסלול ראינו סוגים שונים פרחים  זאת הייתה משימה פשוטה למצוא המידע אבל מזל שיש גוגל שיעזור מלאכה למרות שעד עכשיו אנחנו טוחים עשינו הבידול הנכון כלנית  דמומית פרג נורית  סופו יום הטיול היה מאוד נחמד  מומלץ מיוחד למשפחות ילדים שמחפשים לעשות הילדים  זאת אטרקציה מגבשת שמתאימה לכל המשפחה לזוגות צעירים כמונו שמשעמם להם בית רוצים קצת לעשות משהו אחר חוץ שמש ,m
289,לפני מספר חודשים  הלכתי לחבר מנת לראות משחק כדורגל טלוויזיה  מדובר היה משחק גמר חשוב גביע האיטלקי  הזמנו סושי לאכול  מכיוון שהיינו רעבים מאוד רצינו לאכול  הזמנו סושי אינסייד אאוט  מלא רוטב סויה ץ ילי מתוק חמוץ  זה  השמנו קולה גדול לשנינו  שנינו היינו צמאים מאוד   יחד שתייה חריפה לימונים  הסושי הגיע ידי שליח  השליח התעכב עקב תאונה נוראה שהתרחשה כביש לכן הגיע איחור עתיים חצי  לכן השארנו טיף אחוז לבד כפי שנהוג רוב החברות המתורבתות ימינו  נוסף לכך  הסושי שהגיע היה יבש מאוד  הרגיש שהכינו אותו מהר מהר אהבה בסבלנות הדבר הקשה עלינו מאוד להינות מהארוחה לאכול לשבוע נחת רוח  הדבר נגע לליבנו השאיר אותנו טעם חמוץ פה  דיוק כמו הרוטב ץ לי לסושי  חבל מאוד שכך נעשה  אבל המצב  הקולה הייתה חמה מאוד הרגיש שהשאירו אותה מקרר מספיק זמן לפני יציאת המשלוח לדרך  המשחק עצמו היה מאוד מאוד מבולגן כאוטי  המון העפות כדור מצד לצד בלגן שלם שהתשרר מגרש  היו שחקנים שבלטו לטובה הראו יכולת מצויונת המון מסירות מדויקות תאקלים נהדרים  אבל  היו מעט שחקנים שהיו חלשים להחריד הראו יכולת מאוד מאוד חלשה  איבדו המון כדורים  היו מדויקים מסיורת בבעיטות שלהם  הצליחו לחטוף כדורים היה נראה שהם רוצים להיות המגרש אלא להיות בית לשחק סוני פלייסטיישן  המשחק נגמר תוצאת אפס אפס חלש נורא  קושי היו מצבים לשתי הקבוצות  הרוח הדשא הייתה חלושה חסרת חיים  חבל מאוד שכך היה אבל היה מדובר תוצאה צפויה לוקחים חשבון אופי הקבוצות המשחקות  שיחקו צורה מאוד מתגוננת פחדנית  המאמנים שלהן היו עלי אופי מאוד הגנתי חסר מעוף  סופו שלץ דבר יצאנו תחושה חמוצה מאוד מרוצה ,m
290,שנת 2018 אני הבת זוג שלי עברנו לדירה שכורה חולון  לאחר תקופה קצרה שמנו שיש אבנים קטנות שנפלות השולחן שנמצא מתחת למזגן  נפילות אלו חזרו מידי פעם הבנו מאיפה מגיע  ניגשתי למזגן התחלתי להסתכל יותר לעומק מזגן בפתחים שלו  רגע שהוזזתי טיפה המזגן  יצאה רגל ציפורן ציפור הבהיל אותי הבנתי התחלה  לאחר מכן הוזזתי עוד יותר המזגן ראיתי שלד יונה  הזמנו טכנאי שהגיע  הוריד המזגן  פינה השלד הציפור ניקה המזגן  הופתענו לגלות שהיה חור שהגיע מבחוץ שדרכו היא נכנסה  הטכנאי סתם החור כן  כעבור זוגתי התלוננה ריח נעים שמוציא המזגן  ריח נמשך מספר ימים הצלחנו להבין הריח הזה  בוקר שישי קמנו מציוצים חזקים מאזור המזגן  הצלחנו להבין האם מדובר ציוצים המזגן מבחוץ שזה רעש תקלה טכנית מזגן  הציוצים התגברו השעות בסוף נשברנו קראנו שוב לטכנאי  הסברנו לטכנאי התופעה הוא צחק עלינו אמר שאנחנו מדברים שטויות  הגיע הטכנאי הופתע לגלות שאכן קיימים ציוצים ריח נעים היוצא המזגן הפנים שלו היו מופתעות הוא חשב שאנחנו עושים דווקא עובדים עליו  הטכנאי התחיל לפתוח היחידה הפנימית המזגן  בכל שהוא פתח הציוצים התחזקו הפתעתו הטכנאי  רגע שהטכנאי הזיז המזגן  נפל לידיו גוזל קטן שהרגע הביצה  היינו מופתעים לחלוטין ידענו לעשות  עוד יותר היינו מופתעים מכך שלא היה חור קיר כמצופה היום אנחנו יודעים איך הביצה הגיעה לשם  שמנו הגוזל קרטון נעליים התחלנו לברר לעשות איתו האמא נמצאת נשים אותו רחוב הוא יהפוך למעדן לחתולים לכבוד השבת  לאחר הרבה ירורים הבנו שמדובר גוזל מסוג דרור התחלנו לחפש מקום שיוכל לקלוט אותו לטפל שיוכל לעוף  לשמחתנו מצאנו מקום דקות נסיעה מהבית שמטפל חיות פצועות  לקחנו הקטני יצאנו לנסיעה שככל הנראה הצילה חיו ,m
291,יודעת איך להתחיל הסיפור  פשוט אתחיל   ככה  עידן הקורונה הכל מתנהל שונה  עבודה מהבית  חברים שהתרחקו הלבד שיותר מורגש  ככל שהלבד היה מורגש יותר ככה הרצון להכיר אהבת חיי התגבר  הכרתי אותו דרך קצת שונה  מרוב שהלבד התגבר הפרמטרים לגבר המושלם ירדו  השכלה עניינה  מיקום בתכלס רציתי זוגיות  היא רגעית  היה חשוב האופי  עצמי הרשמתי לעצמי לחשוב שהמראה כרגע שמעניין  עניין הקורונה הכל אינטנסיבי יותר  זוגיות חודש מרגישה שנה  איכשהו תוך כמה שבועות מצאנו עצמנו גרים יחד  הוא נכנס לחיים למשפחה מאוד מאוד מהר  הכיר חברות אפילו השכנים  התחלה הכל היה ורוד  הוא היה נחמד אהוב כולם  הייתה עבודה מסודרת הוא טען שהוא חל ת  שאלתי יותר מידי שאלות כמו שכבר אמרתי קריטריונים היוו ממש מכשול האמת שזה היה חשוב יותר מידי  חצי מדינה חל ת  תקופת הקורונה הכל נראה פתאום הגיוני יותר  כמו שהתחלתי לספר עברנו לגור יחד אצלי  הוא השתלט החיים שלי מהר מאוד  התחיל בגד שם  אחרי עבר למזוודה משם הכל היסטוריה  רגע שהוא נכנס אלי לבית רמה כזאת הוא התחיל להתנהג שונה מההתחלה  הוא כבר היה אהוב כולם ניסו לפתוח העיניים ההתנהגות המוזרה שלו  אמרו שהוא משתלט החיים אני עצמתי עיניים  היה טוב רציתי לחשוב הרע  הרי העיקר שאני לבד  תקופה החשוכה הזאת הוא היה האור קצה המנהרה  ככה התחיל  לאט לאט הוא גרם לריב חברות  אחרי עבר למשפחה נתן לבטל עצמי מבחינת קניות טיפוח  רצה לחסוך אמר צריך שהיה חשוב כבר רחוק ממני שנות אור  היום אנחנו שלושה חודשים יחד  אחרי שגיליתי שאני הריון הכל השתנה  הוא השתנה  הוא כבר הגבר שהכרתי  מסתבר שיש חובות די  מסתבר שהוא היה גונב כסף שארגיש  הרגשתי מנוצלת  עולמי קרס עלי  שניסו להגיד שהכל מוזר הגיוני התגלה כאמת  עכשיו אני לבד משפחה  חברות  הלבד ממנו רחתי חזר אלי כמו מרנג  אני התינוק שלי נגד העולם  הוא  הוא מרפה משחרר ,m
292,היום אני טסה ללונדון  אנגליה  אני מתרגשת  חיכיתי לרגע הזה שנים  שנה אני טסה משפחתי מספר פעמים  לטוס לאנגליה היה קרה דמיוני  לאחר ריב אחי אחותי  אבא שלי הבטיח שאם אקבל מעל ממוצע תעודת מחצית כיתה  א  אזכה לטוס איתו ללונדון  כאשר הוא הציע ההצעה הזאת יכולתי לסרב ידעתי שאני אצליח לבצע המשימה קלות  לאחר למידה עזה השקעה רבה קיבלתי ממוצע 88  שמחתי להראות להורים התעודה בכך להגשים חלומי לטוס לאנגליה  זהו יום לפני הטיסה  ארגנתי המזוודה שלי הכנתי רשימה כדי שאני אפספס שום דבר  אני תמיד מכינה רשימות לפני טיסות אשכח מוצרים חשובים כמו מטען לפלאפון תרופה כלשהיא  הטיסה הייתה מלאת התרגשות בנוסף המטוס היה רועש לכן נרדמנו טיסה  כאשר נחתנו שדה התעופה לוטון  חיכה לנו נהג שייקח אותנו לבית המלון רחוב אוקספורד  לאחר שהתמקמנו מלון  יצאנו לראות רחובות לונדון  התחלנו רחוב אוקספורד שהוא הרחוב המרכזי  הסתכלנו תוך מספר חנויות גדים לאחר מכן עברנו לחפש מחזמר לראות ערב  המחזמר שבחרנו הוא מרשעת  המחזמר מספר סיפור היכרותן אלפבה גלינדה  שיגדלו להיות המכשפה הרעה מהמערב  המכשפה הטובה מהצפון  החל מילדותן להשתלבות מהצד סיפור הקוסם מארץ עוץ  חלק מהסצנות מראות אותה ההתרחשות שמתוארת ספר הקוסם מארץ עוץ  מהחדר ליד  מנקודת מבט אחרת  יום השני הלכנו לטייל סביבת ארמון קינגהאם ראינו המשמר מתחלף  המשמר מתחלף יום שעה 11 00 נמשך דקות  המשך התקדמנו לראות חצרות הארמון החלק הסוסים המלכותיים  ערב ראינו המחזמר ממפיס  יום השלישי חיפשנו לראות מחזות זמר כיוון שבימי שבת שעות צהריים ערב  ימי ראשון אין הצגות כלל  צהרי היום ראינו המחזמר אמריקן אידיוט שמבוסס אלבום הרוק הלקה גרין דיי  לאחר זאת  חיפשנו מזכרות למשפחה החברים שבבית  ערב  ראינו המחזמר מיס סייגון  העלילה מחזמר עברה לסייגון סוף מלחמת ייטנאם  עוסקת רומן חייל אמריקאי בחורה ייטנאמית  יום הרביעי הלכנו לביג לעוד מספר מקומות שאינני זוכרת שמם  לאחר הליכה רבה  עצרנו לאכול מסעדה ג יימי אוליבר המכונה השף העירום  יום החמישי האחרון שלנו לונדון  המשכנו קניית מזכרות בגדים  ראינו המחזמר קומיטמנטס  המחזמר מספר להקת נערים שמנסים להצליח אירלנד ,m
293,יום ראשון קמתי בוקר צחצחתי שיניים התלבשתי יצאתי לשדה התעופה פגשתי אחותי טסנו לאמסטרדם  ניסינו לישון כמה שיותר טיסה כדי שלא נרגיש הזמן אבל הצלחנו ראינו כמה פרקים האח הגדול  מהלך הטיסה נישפך אחותי מרק המכנס שלה היה ספוג מרק היה מכנס להחלפה מטוס  היא ניסה לנקות המכנס נייר מגבונים שנתנה האישה שישבה לידינו  נחתנו מיהרנו לקחת המזוודות כדי שאחותי יוכל להחליף מכנס לאחר מספר השעות שהיא ישבה איתן טיסה  הגענו לאזור המזוודות לקחנו המזוודות הלכנו לשירותים כדי שאחותי תוכל להחליף מכנס  לאחר מכן חיפשנו הרכבות שאנחנו צריכים לקחת כדי להגיע לדירה נתגורר מהלך החופשה  הסתבכנו מאוד הרכבות ממש הצלחנו להבין איך להתמצא למצוא הרכבת הנכונה  פגשנו מקרה זוג ישראלים נוספים דרך שעזרו לנו להבין לאיזה רכבת לעלות סוף סוף עלינו עליה  לאחר נסיע הגענו לדירה גילינו שאין חשמל דירה ידענו לעשות  התקשרנו לבעל הדירה אמרנו שאין חשמל  הוא אמר שהוא מאוד מתנצל הוא יגיע לדירה עוד שעה יסדר הכל  ינתיים הלכנו לאכול משהו מיפני שהינו רעבים מאוד לאחר הטיסה  חיפשנו המסעדה הכי קרובה למקום כדי שלא נסתבך מידי הכרנו המקום היה לנו כוח לעוד הרפתקה ערב  מצאנו מקדונלדס לאחר הליכה עשר דקות נכנסנו הזמנו ההמבורגר הכי גדול הץ יפס הכי גדול השתיה הכי גדולה  סיימנו לאכל הכל מרוב שהינו רעבים הזמנו מילקשייק לקינוח  הינו מפוצצים אחותי התחילה להרגיש טוב היא הלך לשירותים למשך חצי שעה להקיא  היה רעיון טוב לאכל הרבה אחרי הטיסה  יצאנו מהמקדונלדס לכיוון הדירה  נותרו אחוז סוללה טלפון לאחותי כבר נגמרה הסוללה מסעדה  השתמשתי טלפון הלכנו חזרה כדי שאם הדירה התקשר נוכל לענות  הסתבכנו דרך הבנו איפה אנחנו הסתכלתי טלפון כדי להבין לאן ללכת אבל הסוללה כבר נגמרה  למזלי אחותי זכרה כתוב הדירה  לקחנו מונית חזרה לדירה למזלנו דיוק הדירה הגיע לסדר החשמל  הדירה הצליח לסדר החשמל הלך  היה יום קשה  התקלחנו  צחצחנו שיניים נרדמנו מהר מאוד ,m
294,חודשים האחרונים החלטתי ללמוד לשחק שחמט צורה יותר רצינית  ההחלטה התקבלה לאחר שיחה חבר קרוב הפסקת הצהריים עבודה  הגענו למסקנה שההפסקה ארוכה אנחנו צריכים למצוא משהו נחמד לעשות זמן הזה  כדי שזה יהיה זבוז זמן מוחלט  התלבטנו אנחנו יכלים לעשות  חשבנו אולי ללמוד לצייר אבל החלטנו שאנחנו פשוט מספיק מוכשרים   אולי ללמוד שפת פיתוח חדשה אבל תור מפתחים רצינו קצת לצאת מהקופסא לנסות משהו חדש   אפילו חשבנו ללמוד לנגן כלי נגינה  לאחר כמה דקות החלטנו ללמוד לשחק שחמט כמו שצריך  שנינו ידענו החוקים אבל אחד מאתנו פעם השקיע הזמן ללמוד אסטרטגיות לשחק כמה משחקים יום כדי להשתפר ליהנות מהמחשבה שבמשחק  החלטנו התחלה להוריד אפליקציה  לשחק אחד מול השני ללמוד אסטרטגיות מהשיעורים שהאפליקציה מציאה  יום הפסקת צהריים  קנינו משהו לאכול התיישבנו לשחק אחד מול השני  התחלנו הוא ניצח אותי המון היה יותר ניסיון ממני   אני למדתי ממנו מיני מהלכים  לאחר שבועות משחקים ניצחתי אותו פעם ראשונה  שוב ב   עכשיו שנינו השתפרנו אנחנו אפילו יריבים ראויים לאנשים שמשחקים שחמט משך שנים  אנחנו מקפידים לשחק אחד מול השני לפחות ארבעים דקות זמן הפסקת הצהריים ימי העבודה  ראשון חמישי  שיוצא חמישה ימי עבודה שיוצא לפחות שלוש חצי שעות שבוע   שלב מסוים החלטנו לקנות המשחק קופסא עד אותו הרגע שיחקנו אפליקציה  לקחת אותו לכל מקום שאליו אנו הולכים חברים  קפה מסעדות רים ים  שכל פעם שאנחנו נפגשים מחוץ לשעות העבודה התחשב עובדה שאנחנו חברים מאוד טובים יוצא המון   אנחנו מקפידים לשחק לפחות משחק אחד כמובן שבסוף נגמר המשחק אחד  אלא לפחות עשר   סופו דבר חברה נוספת מהעבודה התחילה לשחק יחד אתנו אחרי המון שכנועים מצדנו   אחריה עוד אנשים מהמשרד התחילו ללמוד שחמט לשחק מולנו מול אנשים אחרים מהמשרד כמובן שלא כולם  אבל החברים שיותר קרובים אלינו   אפילו ראינו חברים רחוקים מביאים שחמט מתחילים לשחק אחד מול השני ,m
295,הכל התחיל יום שישי כאשר הלכתי שני חברים לחדר ריחה  גלל שהחדר היה צפון החלטנו לעשות מספר חדרים לפני שנחזור חזרה למרכז  אחד התארגן בית יצאנו לדרכנו  הנסיעה לקחה שעה חצי הפריע לנו  כמובן שגם עצרנו תחנת דלק דרך כדי להתמתח להתרענן  אחד קנה לעצמו איזה חטיף קטן תייה לשאר הדרך שנותרה  כאשר הגענו חיפשנו חניה הלכנו לכיוון מתחם חדרי הבריחה  הגענו המפעיל יקש מאיתנו לשים החפצים האישיים שלנו תאים לנעול אמצעות מפתח  לאחר מכן עברנו תדרוך טיחות החדר חוקים מותר אסור להשתמש מהלך המשחק  מיד לאחר מכן נכנסנו לחדר שלקח אותנו ליקום אחר  הרגשנו כאילו אנחנו סרט אמיתי הכל קורה סביבנו  החדר התחיל איתו החידות שאפשר לציין שהן היו קלות  כרקע מקדים אציין שחדר ריחה כבר ממזמן מורכב מחדר אחד אלא ממספר חללים שמקדמים העלילה אליה נכנסנו  היופי הוא לראות איך חדר משלב המעברים החללים השונים מבלי שנשים שאנחנו משחק  חדר שהיינו הכל היה עלילה קוסמים המעבר החללים היה מושקע מאוד  כאשר סיימנו לפתור החידות הייתה חידה אחת נוספת אחרונה שביקשה מאיתנו לעמוד מרכז החדר סביב מוט להחזיק אותו חזק  מיד לאחר שאחזנו שלושתנו מוט החדר החל להבהב שלפתע נכבה האור  לאחר מספר שניות שאנחנו עומדים חושך מעים מוזיקה אפלה שמכניסה לאווירה האור נדלק מחדש מחלל שהיה מעוצב צורה קתה ישנה רעועה מצאנו עצמנו יער מוקפים עצים  האפקט לעמוד מקום בתוך כמה שניות להיות מקום אחר לגמרי הפתיע אותנו מאוד הלהיב אותנו להמשיך לחפש החידות חלל הבא  לאחר סיום החדר עברנו יחד המפעיל החידות שעשינו חדר אלנו אותו המון שאלות העיצוב החדר  הוא אמר שהחדר היה המרכז שלו תקופת הקורונה העשייה החדר השאירה האופטימיות שלו שיבואו לבקר חדר שלו  נוסף הוא אמר שהבנייה החדר ם 0 ל100 לקחה שנתיים שלמות חשיבה הפרטים הקטנים ,m
